Reviews	Whom	when 	Where	Occasion						
"Yay! A new financial district lunch spot and drinking hole. The owners are incredibly welcoming, the food is delicious (a step up from typical pub food), the drinks are strong and the beer list extensive. They put a lot of money into the remodel of this space and I see myself spending many an evening here in the coming months."	0	0	0	0						
"Awesome bottomless brunch special for $15 with purchase of meal I believe. All you can drink mimosas, blood orange screwdrivers, bellinis, or bloody Mary's for 2 hours! Our waitress was awesome and very attentive. Great food and service. Would love to return if in the area again."	0	1	0	0						
"I've been here three times for lunch, the bartender is always nice and helpful. The 3x times I went I had the chicken sandwich & burger both of which were really good. I would go back in the future."	0	1	0	0						
"My favorite breakfast place! Their food is so good. It's pretty small inside for a good restaurant. I love getting the Gantry Benedict. It's delicious, I pretty much refuse to order anything else. The only reason I got that is because I'm obsessed with Salmon and as I walked in the door I saw someone eating it, and had asked. I haven't had bad service yet, and I hope not to because their food makes me happy. What a good start to my day!"	0	1	0	0						
Great spot to lay low and enjoy an awesome brew and some good food. Great decor and super friendly bartenders. Will be back. Great place for a warmup before heading to the LIC bar for the night out.	0	0	0	1						
Good food!! The atmosphere is nice and overall a cute place that Is topped into for lunch. The prices are reasonable and the staff were nice and friendly.	0	1	0	0						
"Love the space here. Get the kale salad with grilled chicken - you will not be disappointed. I had this potato and egg concoction the first time I visited (it doesn't seem to be on the menu anymore - bring it back!) - it was amazing.The acoustics are a little poor when there is a crowd, but on a quiet afternoon - this place is the perfect lunch or an early after work pitstop. Great staff, solid food and decent drinks.Support your local businesses!"	0	0	0	0						
Ordered chicken waffle and breakfast taco were good and arrived fast. Home fries is great! Super nice staffs. Will definitely go back and try other dishes.	0	0	0	0						
"Food is awesome. They have a very small menu (about 4 entrees) so you know they take special care with each one. Intimate atmosphere. You get a sense of community. I watched a 10 year old girl walk up to the kitchen window and start chatting with one of the chefs.My boyfriend had their burger a while back and couldn't stop talking about it. He ordered it again and loved it even more. I got summer squash and farro (with sage, parmesan, pecans, brown butter & lemon). Amazing! Every bite tasted thoughtfully crafted. Can't wait to go back."	1	0	0	0						
"It's only by going to restaurants that have smaller, more specialized menus that you can really get the best foods. Lot2 is a prime example of why this is such a good restaurant practice, not only for quality of food, but for consistency.Their burger is phenomenal when you just want a burger. The meat is spiced just right where you can taste the meat, and you can taste the spice without either overpowering the other, and combined with the bun and their Aioli on it, the combination is so much better than any of the other burgers that get lost in this or that special addition. It's a simple burger, and it's what burgers should be.Their Arborio rice dish is so good that I can finally understand how vegetarians can live with themselves. The balance of the ingredients means that even the sauteed Collard Greens don't overpower the meal.Their self-pickled assortment is nicely balanced between sweet and vinegary so that you can make the appetizer dish pair well with most heavy drinks. Their Red Wine Squid dish has a great taste and the times I have had it is has been cooked absolutely perfectly - not rubbery like even some of the better restaurants do.Finally, you have the dish that you should make sure to come here for after you dinner somewhere else - the Pecan Pie-ette desert. It's something that I will have to have them ship to me in CA at regular intervals. The geletain part at the bottom has a subtle infusion of chocolate, and the bourbon in the whipped cream is subtle enough to just get a wisp of flavor to make it unique and better than normal whipped cream. If you are turned off by the Hot Fudge that they mention (I was worried at first, not being much of a chocolate guy) don't worry, it's more of a garnish... of win...The staff are very friendly, provide great service, and as absolutely involved as you expect from a great restaurant. Make absolutely sure you stop by and taste their food, because I can not imagine anyone being let down by their food."	0	1	0	0						
